0,B,0,1280,474,17,23,298,0.65,0,0.88,9,0.66,0.99
1,B,0,1281,476,17,23,302,0.84,0,0.65,9,0.73,0.86
2,B,0,1282,480,17,23,300,0.95,0,0.78,9,0.8,0.95
3,B,0,1283,481,17,23,304,0.61,0,0.78,9,0.99,0.83
4,B,0,1283,484,17,23,295,0.75,0,0.82,10,0.92,0.96
5,B,0,1283,482,17,23,304,0.75,0,0.68,10,0.87,0.81
6,B,0,1285,483,17,23,294,0.81,0,0.73,9,0.67,0.95
7,B,0,1286,487,18,24,296,0.84,0,0.66,10,0.85,0.91
8,B,0,1287,485,17,23,299,0.68,0,0.85,10,0.92,0.96
9,B,0,1287,487,17,23,299,0.75,0,0.83,10,0.94,0.89
10,B,0,1288,487,18,24,297,0.88,0,0.62,10,0.99,0.94
11,B,0,1289,488,18,24,291,0.84,0,0.68,10,0.97,0.97
12,B,0,1291,490,18,24,292,0.83,0,0.8,10,0.72,0.85
13,B,0,1293,490,18,24,297,0.97,0,0.73,10,0.91,0.94
14,B,0,1293,491,18,24,296,0.84,0,0.67,11,0.65,0.89
15,B,0,1295,495,18,24,292,0.79,0,0.72,11,0.71,0.86
16,B,0,1296,493,19,25,292,0.69,0,0.74,10,0.71,0.82
17,B,0,1297,493,19,25,288,0.73,0,0.81,11,0.66,0.96
18,B,0,1297,492,19,25,287,0.68,0,0.68,11,0.96,0.99
19,B,0,1300,491,19,25,286,0.76,0,0.63,12,0.92,0.84
20,B,0,1301,490,19,25,285,0.85,0,0.82,11,0.85,0.98
21,B,0,1304,488,19,25,286,0.67,0,0.65,12,0.77,0.91
22,B,0,1304,485,19,25,288,0.98,0,0.98,12,0.99,0.93
23,B,0,1305,483,19,25,287,0.73,0,0.77,12,0.95,0.9
24,B,0,1306,480,19,25,286,0.79,0,0.63,12,0.81,0.93
25,B,0,1309,479,18,24,288,0.74,0,0.76,12,0.88,0.91
26,B,0,1311,478,18,24,286,0.91,0,0.82,12,0.88,0.95
27,B,0,1310,473,19,25,284,0.74,0,0.77,12,0.7,0.94
28,B,0,1313,475,19,25,280,0.86,0,0.67,12,0.93,0.99
29,B,0,1314,475,19,25,284,0.81,0,0.75,13,0.97,0.83
30,B,0,1316,474,19,25,284,0.76,0,0.71,13,0.81,0.82
31,B,0,1319,476,19,25,284,0.79,0,0.97,12,0.95,0.94
32,B,0,1319,475,19,25,280,0.78,0,0.78,13,0.67,0.97
33,B,0,1321,475,19,25,279,0.82,0,0.91,13,0.82,0.99
34,B,0,1322,475,19,25,279,1.0,0,0.93,13,0.94,0.99
35,B,0,1323,474,19,25,277,0.63,0,0.96,13,0.62,0.82
36,B,0,1325,474,19,25,274,0.68,0,0.74,13,0.93,0.91
37,B,0,1326,473,19,25,273,0.7,0,0.74,13,0.72,0.98
38,B,0,1327,474,19,25,274,0.73,0,0.89,14,0.75,0.98
39,B,0,1329,473,19,25,270,0.99,0,0.92,13,0.88,0.92
40,B,0,1330,472,19,25,273,0.84,0,0.76,13,0.67,0.89
41,B,0,1332,475,19,25,269,0.91,0,0.67,13,0.76,0.95
42,B,0,1332,471,19,25,267,0.83,0,0.97,14,0.91,0.94
43,B,0,1335,471,19,25,272,0.95,0,0.92,14,0.87,0.88
44,B,0,1336,473,19,25,266,0.67,0,0.88,14,0.73,0.98
45,B,0,1338,475,19,25,265,0.86,0,0.66,14,0.67,0.9
46,B,0,1339,476,19,25,264,0.87,0,0.62,14,0.65,0.88
47,B,0,1340,476,19,25,266,0.88,0,0.78,14,0.95,0.81
48,B,0,1341,475,19,25,263,0.86,0,1.0,15,0.8,0.96
49,B,0,1342,473,19,25,264,0.71,0,0.87,15,0.81,0.97
50,B,0,1343,472,19,25,267,0.74,0,0.75,14,0.67,0.93
51,B,0,1347,471,18,24,269,0.74,0,0.84,15,0.94,0.9
52,B,0,1347,471,18,24,262,0.91,0,0.78,15,0.94,0.89
53,B,0,1349,470,18,24,258,0.62,0,0.84,15,0.94,0.98
54,B,0,1351,468,19,25,261,0.76,0,0.67,15,0.83,0.94
55,B,0,1351,467,20,27,256,0.84,0,0.98,16,0.65,0.95
56,B,0,1354,468,20,27,262,0.95,0,0.71,15,0.89,0.95
57,B,0,1355,470,20,27,258,0.94,0,0.67,16,0.91,0.8
58,B,0,1355,471,20,27,262,0.87,0,0.77,16,0.69,0.81
59,B,0,1358,470,20,27,253,0.92,0,0.97,16,0.89,0.93
60,B,0,1361,473,20,27,259,0.72,0,0.62,16,0.68,0.91
61,B,0,1361,472,20,27,255,0.79,0,0.78,17,0.92,0.92
62,B,0,1363,470,20,27,256,0.83,0,0.87,17,0.88,0.93
63,B,0,1365,474,20,27,260,0.75,0,0.81,16,0.83,0.9
64,B,0,1367,474,20,27,259,0.66,0,0.83,17,0.95,0.89
65,B,0,1367,475,20,27,250,0.62,0,0.88,17,0.77,0.95
66,B,0,1368,475,20,27,253,0.73,0,0.92,17,0.9,0.87
67,B,0,1371,477,20,27,252,0.93,0,0.6,17,0.89,0.93
68,B,0,1374,479,20,27,250,0.62,0,0.92,17,0.88,0.86
69,B,0,1375,481,20,27,252,0.6,0,0.68,17,0.86,0.92
70,B,0,1377,486,20,27,248,0.89,0,0.74,17,0.67,0.82
71,B,0,1377,486,20,27,251,0.73,0,0.81,18,0.65,0.98
72,B,0,1380,487,20,27,250,0.82,0,0.71,17,0.69,0.87
73,B,0,1382,490,20,27,243,0.68,0,0.81,17,0.72,0.97
74,B,0,1385,494,19,25,250,0.72,0,0.94,18,0.96,0.94
75,B,0,1385,492,20,27,249,0.78,0,0.68,17,0.75,0.95
76,B,0,1388,492,20,27,244,0.65,0,0.93,18,0.89,0.95
77,B,0,1389,489,20,27,249,0.97,0,0.7,18,0.83,0.92
78,B,0,1392,488,20,27,241,0.75,0,0.61,18,0.76,0.94
79,B,0,1393,485,21,28,240,0.77,0,0.69,19,0.61,0.85
80,B,0,1395,482,22,29,244,0.89,0,0.64,18,0.63,0.94
81,B,0,1398,478,23,31,239,0.62,0,0.94,18,0.7,0.97
82,B,0,1400,474,23,31,241,0.93,0,0.73,19,0.91,0.87
83,B,0,1402,474,22,29,238,0.64,0,0.82,19,0.87,0.94
84,B,0,1404,468,22,29,244,0.86,0,0.61,18,0.73,0.86
85,B,0,1405,466,22,29,243,0.72,0,0.68,19,0.83,0.87
86,B,0,1406,462,22,29,241,0.95,0,0.91,19,0.92,0.93
87,B,0,1407,461,22,29,239,0.87,0,0.82,19,0.92,0.85
88,B,0,1409,459,23,31,234,0.63,0,0.71,20,0.78,0.84
89,B,0,1409,456,24,32,234,0.86,0,0.68,19,0.9,0.81
90,B,0,1411,455,24,32,230,0.61,0,0.97,20,0.93,0.93
91,B,0,1413,456,24,32,229,0.93,0,0.63,20,0.86,0.82
92,B,0,1414,457,24,32,236,0.62,0,0.6,19,0.87,0.98
93,B,0,1415,462,23,31,228,0.86,0,0.61,19,0.7,0.89
94,B,0,1418,463,23,31,233,0.75,0,1.0,20,0.83,0.99
95,B,0,1419,467,23,31,228,0.97,0,0.78,20,0.9,0.99
96,B,0,1422,470,23,31,227,0.99,0,0.87,20,0.78,0.89
97,B,0,1424,474,23,31,230,0.8,0,0.84,21,0.98,0.81
98,B,0,1428,478,22,29,228,0.8,0,0.68,20,0.6,0.9
99,B,0,1430,479,23,31,230,0.7,0,0.84,20,0.79,0.96
100,B,0,1432,481,23,31,224,0.61,0,0.8,21,0.81,0.86
101,B,0,1434,483,24,32,231,0.71,0,0.8,21,0.96,0.87
102,B,0,1437,483,24,32,230,0.98,0,0.72,21,0.64,0.96
103,B,0,1439,482,24,32,230,0.96,0,0.89,20,0.79,0.92
104,B,0,1443,483,24,32,222,0.66,0,0.66,21,0.77,0.88
105,B,0,1445,481,24,32,228,0.83,0,0.61,21,0.73,0.81
106,B,0,1448,479,24,32,222,0.96,0,0.72,22,0.77,0.86
107,B,0,1450,475,25,34,224,0.77,0,0.93,21,0.98,0.93
108,B,0,1453,473,25,34,223,0.92,0,0.76,21,0.97,0.99
109,B,0,1457,472,24,32,221,0.76,0,0.81,22,0.77,0.88
110,B,0,1459,468,25,34,223,0.74,0,0.95,22,0.63,0.92
111,B,0,1461,464,25,34,219,0.79,0,0.85,22,0.75,0.98
112,B,0,1465,464,24,32,218,0.93,0,0.65,22,0.67,0.96
113,B,0,1468,459,25,34,213,0.99,0,0.84,22,0.88,0.85
114,B,0,1469,460,25,34,216,0.74,0,0.79,22,0.64,0.95
115,B,0,1472,461,24,32,219,0.69,0,0.85,22,0.62,1.0
116,B,0,1476,464,24,32,214,0.67,0,0.81,22,0.68,0.84
117,B,0,1478,469,24,32,212,0.91,0,0.89,22,0.62,0.98
118,B,0,1482,471,24,32,211,0.72,0,0.94,23,1.0,0.86
119,B,0,1484,474,25,34,214,0.67,0,0.67,22,0.99,0.88
120,B,0,1485,478,25,34,217,0.81,0,0.77,23,0.9,0.95
121,B,0,1488,480,25,34,209,0.63,0,0.72,23,1.0,0.93
122,B,0,1491,483,26,36,211,0.8,0,0.7,23,0.82,0.82
123,B,0,1491,483,28,37,208,0.82,0,0.67,23,0.96,0.9
124,B,0,1495,485,28,37,212,0.68,0,0.99,23,0.9,0.89
125,B,0,1496,486,28,37,203,0.7,0,0.8,24,0.7,0.97
126,B,0,1498,488,28,37,204,0.84,0,0.73,23,0.83,0.88
127,B,0,1501,488,28,37,208,0.94,0,0.91,23,0.87,0.92
128,B,0,1502,489,28,37,204,0.84,0,0.74,24,0.79,1.0
